Unnamed: 0,UPRN,Address,raw_Construction_type,Processed_Construction_Type,Other_Attributes,BRE_mapping_matches,BRE_Class,Latitude,Longitude
4992,,57 CLOVERHILL CRESCENT ABERDEEN AB22 8RQ,wimpey no fines,wimpey no fines,{'Year_Built': '15/08/1974'},Wimpey No-Fines,ISC,57.1820618,-2.1103056
4993,,59 CLOVERHILL CRESCENT ABERDEEN AB22 8RQ,wimpey no fines,wimpey no fines,{'Year_Built': '15/08/1974'},Wimpey No-Fines,ISC,57.1820618,-2.1103056
4994,,62 CLOVERHILL CRESCENT ABERDEEN AB22 8RQ,wimpey no fines,wimpey no fines,{'Year_Built': '07/01/1975'},Wimpey No-Fines,ISC,57.1820618,-2.1103056
4995,,63 CLOVERHILL CRESCENT ABERDEEN AB22 8RQ,wimpey no fines,wimpey no fines,{'Year_Built': '14/10/1974'},Wimpey No-Fines,ISC,57.1820618,-2.1103056
4996,,64 CLOVERHILL CRESCENT ABERDEEN AB22 8RQ,wimpey no fines,wimpey no fines,{'Year_Built': '28/12/1974'},Wimpey No-Fines,ISC,57.1820618,-2.1103056
4997,,67 CLOVERHILL CRESCENT ABERDEEN AB22 8RQ,wimpey no fines,wimpey no fines,{'Year_Built': '07/11/1974'},Wimpey No-Fines,ISC,57.1820618,-2.1103056
4998,,71 CLOVERHILL CRESCENT ABERDEEN AB22 8RQ,wimpey no fines,wimpey no fines,{'Year_Built': '14/10/1974'},Wimpey No-Fines,ISC,57.1820618,-2.1103056
4999,,73 CLOVERHILL CRESCENT ABERDEEN AB22 8RQ,wimpey no fines,wimpey no fines,{'Year_Built': '14/10/1974'},Wimpey No-Fines,ISC,57.1820618,-2.1103056
5000,,75 CLOVERHILL CRESCENT ABERDEEN AB22 8RQ,wimpey no fines,wimpey no fines,{'Year_Built': '14/10/1974'},Wimpey No-Fines,ISC,57.1820618,-2.1103056
5001,,3 CORSEHILL GARDENS ABERDEEN AB22 8RG,wimpey no fines,wimpey no fines,{'Year_Built': '15/05/1974'},Wimpey No-Fines,ISC,57.1807614,-2.1079601
5002,,5 CORSEHILL GARDENS ABERDEEN AB22 8RG,wimpey no fines,wimpey no fines,{'Year_Built': '28/06/1974'},Wimpey No-Fines,ISC,57.1807614,-2.1079601
5003,,18 CORSEHILL GARDENS ABERDEEN AB22 8RG,wimpey no fines,wimpey no fines,{'Year_Built': '21/06/1974'},Wimpey No-Fines,ISC,57.1807614,-2.1079601
5004,,37 CRAIGMAROINN GARDENS ABERDEEN AB12 3SG,wimpey no fines,wimpey no fines,{'Year_Built': '19/08/1977'},Wimpey No-Fines,ISC,57.10837405,-2.0871538656684034
5005,,42 CRAIGMAROINN GARDENS ABERDEEN AB12 3SG,wimpey no fines,wimpey no fines,{'Year_Built': '19/08/1977'},Wimpey No-Fines,ISC,57.10811755,-2.0869818923860253
5006,,49 CRAIGMAROINN GARDENS ABERDEEN AB12 3SG,wimpey no fines,wimpey no fines,{'Year_Built': '19/08/1977'},Wimpey No-Fines,ISC,57.1078738,-2.0873774000000003
5007,,51 CRAIGMAROINN GARDENS ABERDEEN AB12 3SG,wimpey no fines,wimpey no fines,{'Year_Built': '19/08/1977'},Wimpey No-Fines,ISC,57.1079662,-2.08768645
5008,,3 CRAWTON NESS ABERDEEN AB12 3SP,wimpey no fines,wimpey no fines,{'Year_Built': '09/12/1977'},Wimpey No-Fines,ISC,57.10672265,-2.0861877098563504
5009,,10 CRAWTON NESS ABERDEEN AB12 3SP,wimpey no fines,wimpey no fines,{'Year_Built': '09/12/1977'},Wimpey No-Fines,ISC,57.106481900000006,-2.0864615698228905
5010,,13 CRAWTON NESS ABERDEEN AB12 3SP,wimpey no fines,wimpey no fines,{'Year_Built': '09/12/1977'},Wimpey No-Fines,ISC,57.10647325,-2.0867711916666662
5011,,16 CRAWTON NESS ABERDEEN AB12 3SP,wimpey no fines,wimpey no fines,{'Year_Built': '09/12/1977'},Wimpey No-Fines,ISC,57.1064574,-2.0870768905180475
5012,,18 CRAWTON NESS ABERDEEN AB12 3SP,wimpey no fines,wimpey no fines,{'Year_Built': '09/12/1977'},Wimpey No-Fines,ISC,57.1066328,-2.0871947283111627
5013,,26 CRAWTON NESS ABERDEEN AB12 3SP,wimpey no fines,wimpey no fines,{'Year_Built': '09/12/1977'},Wimpey No-Fines,ISC,57.107176550000005,-2.0866885417091003
5014,,27 CRAWTON NESS ABERDEEN AB12 3SP,wimpey no fines,wimpey no fines,{'Year_Built': '09/12/1977'},Wimpey No-Fines,ISC,57.10722965,-2.0867547500000008
5015,,29 CRAWTON NESS ABERDEEN AB12 3SP,wimpey no fines,wimpey no fines,{'Year_Built': '09/12/1977'},Wimpey No-Fines,ISC,57.107331599999995,-2.0868541914609464
5016,,3 DOOLIE NESS ABERDEEN AB12 3SQ,wimpey no fines,wimpey no fines,{'Year_Built': '28/12/1977'},Wimpey No-Fines,ISC,57.1067862,-2.0850489
5017,,7 DOOLIE NESS ABERDEEN AB12 3SQ,wimpey no fines,wimpey no fines,{'Year_Built': '28/12/1977'},Wimpey No-Fines,ISC,57.10663975,-2.0845474741059147
5018,,8 DOOLIE NESS ABERDEEN AB12 3SQ,wimpey no fines,wimpey no fines,{'Year_Built': '28/12/1977'},Wimpey No-Fines,ISC,57.1065658,-2.08455269830121
5019,,10 DOOLIE NESS ABERDEEN AB12 3SQ,wimpey no fines,wimpey no fines,{'Year_Built': '28/12/1977'},Wimpey No-Fines,ISC,57.106432299999994,-2.08460965
5020,,12 DOOLIE NESS ABERDEEN AB12 3SQ,wimpey no fines,wimpey no fines,{'Year_Built': '28/12/1977'},Wimpey No-Fines,ISC,57.10628475,-2.0846757758704735
5021,,13 DOOLIE NESS ABERDEEN AB12 3SQ,wimpey no fines,wimpey no fines,{'Year_Built': '28/12/1977'},Wimpey No-Fines,ISC,57.10612935,-2.0846848499999995
5022,,14 DOOLIE NESS ABERDEEN AB12 3SQ,wimpey no fines,wimpey no fines,{'Year_Built': '28/12/1977'},Wimpey No-Fines,ISC,57.106145350000006,-2.08481858765517
5023,,18 DOOLIE NESS ABERDEEN AB12 3SQ,wimpey no fines,wimpey no fines,{'Year_Built': '28/12/1977'},Wimpey No-Fines,ISC,57.10627755,-2.0854673999999997
5024,,21 DOOLIE NESS ABERDEEN AB12 3SQ,wimpey no fines,wimpey no fines,{'Year_Built': '28/12/1977'},Wimpey No-Fines,ISC,57.10648515,-2.0853521465994325
5025,,3 DYKESIDE WAY ABERDEEN AB21 9WE,wimpey no fines,wimpey no fines,{'Year_Built': '23/09/1968'},Wimpey No-Fines,ISC,57.1709012,-2.1908234059382448
5026,,6 DYKESIDE WAY ABERDEEN AB21 9WE,wimpey no fines,wimpey no fines,{'Year_Built': '16/12/1968'},Wimpey No-Fines,ISC,57.170950500000004,-2.190387251170273
5027,,8 DYKESIDE WAY ABERDEEN AB21 9WE,wimpey no fines,wimpey no fines,{'Year_Built': '15/11/1968'},Wimpey No-Fines,ISC,57.1713197,-2.1905019
5028,,11 DYKESIDE WAY ABERDEEN AB21 9WE,wimpey no fines,wimpey no fines,{'Year_Built': '23/09/1968'},Wimpey No-Fines,ISC,57.1710822,-2.1910133937224074
5029,,14 DYKESIDE WAY ABERDEEN AB21 9WE,wimpey no fines,wimpey no fines,{'Year_Built': '15/11/1968'},Wimpey No-Fines,ISC,57.1713197,-2.1905019
5030,,1 FAIRIES KNOWE ABERDEEN AB21 9XS,wimpey no fines,wimpey no fines,{'Year_Built': '30/03/1968'},Wimpey No-Fines,ISC,57.1740433,-2.1913076
5031,,3 FAIRIES KNOWE ABERDEEN AB21 9XS,wimpey no fines,wimpey no fines,{'Year_Built': '30/03/1968'},Wimpey No-Fines,ISC,57.1740433,-2.1913076
5032,,5 FAIRIES KNOWE ABERDEEN AB21 9XS,wimpey no fines,wimpey no fines,{'Year_Built': '30/03/1968'},Wimpey No-Fines,ISC,57.1740433,-2.1913076
5033,,7 FAIRIES KNOWE ABERDEEN AB21 9XS,wimpey no fines,wimpey no fines,{'Year_Built': '30/03/1968'},Wimpey No-Fines,ISC,57.1740433,-2.1913076
5034,,9 FAIRIES KNOWE ABERDEEN AB21 9XS,wimpey no fines,wimpey no fines,{'Year_Built': '30/03/1968'},Wimpey No-Fines,ISC,57.1740433,-2.1913076
5035,,10 FAIRIES KNOWE ABERDEEN AB21 9XS,wimpey no fines,wimpey no fines,{'Year_Built': '01/05/1968'},Wimpey No-Fines,ISC,57.1740433,-2.1913076
5036,,11 FAIRIES KNOWE ABERDEEN AB21 9XS,wimpey no fines,wimpey no fines,{'Year_Built': '30/03/1968'},Wimpey No-Fines,ISC,57.1740433,-2.1913076
5037,,12 FAIRIES KNOWE ABERDEEN AB21 9XS,wimpey no fines,wimpey no fines,{'Year_Built': '13/04/1968'},Wimpey No-Fines,ISC,57.1740433,-2.1913076
5038,,13 FAIRIES KNOWE ABERDEEN AB21 9XS,wimpey no fines,wimpey no fines,{'Year_Built': '01/05/1968'},Wimpey No-Fines,ISC,57.1740433,-2.1913076
5039,,5 FINDON NESS ABERDEEN AB12 3JW,wimpey no fines,wimpey no fines,{'Year_Built': '15/12/1978'},Wimpey No-Fines,ISC,57.1070211,-2.0783212000000093
5040,,6 FINDON NESS ABERDEEN AB12 3JW,wimpey no fines,wimpey no fines,{'Year_Built': '15/12/1978'},Wimpey No-Fines,ISC,57.1070628,-2.078374038984406
5041,,21 FINDON NESS ABERDEEN AB12 3JW,wimpey no fines,wimpey no fines,{'Year_Built': '15/12/1978'},Wimpey No-Fines,ISC,57.1072754,-2.07718405
5042,,33 FINDON NESS ABERDEEN AB12 3JW,wimpey no fines,wimpey no fines,{'Year_Built': '15/12/1978'},Wimpey No-Fines,ISC,57.106818849999996,-2.07757276846898
5043,,36 FINDON NESS ABERDEEN AB12 3JW,wimpey no fines,wimpey no fines,{'Year_Built': '15/12/1978'},Wimpey No-Fines,ISC,57.10693005,-2.077717132002186
5044,,6 FOWLERSHILL GARDENS ABERDEEN AB22 8RD,wimpey no fines,wimpey no fines,{'Year_Built': '01/05/1974'},Wimpey No-Fines,ISC,57.180301549999996,-2.10805273374379
5045,,8 FOWLERSHILL GARDENS ABERDEEN AB22 8RD,wimpey no fines,wimpey no fines,{'Year_Built': '01/05/1974'},Wimpey No-Fines,ISC,57.180200150000005,-2.107984260480184
5046,,13 FOWLERSHILL GARDENS ABERDEEN AB22 8RD,wimpey no fines,wimpey no fines,{'Year_Built': '14/10/1974'},Wimpey No-Fines,ISC,57.17996465,-2.1080844503206992
5047,,18 FOWLERSHILL GARDENS ABERDEEN AB22 8RD,wimpey no fines,wimpey no fines,{'Year_Built': '21/12/1974'},Wimpey No-Fines,ISC,57.1798349,-2.108512690499065
5048,,19 FOWLERSHILL GARDENS ABERDEEN AB22 8RD,wimpey no fines,wimpey no fines,{'Year_Built': '14/10/1974'},Wimpey No-Fines,ISC,57.179896,-2.108366495796177
5049,,12 GREENBRAE AVENUE ABERDEEN AB23 8NU,wimpey no fines,wimpey no fines,{'Year_Built': '28/11/1975'},Wimpey No-Fines,ISC,57.1932774,-2.0954509
5050,,17 GREENBRAE AVENUE ABERDEEN AB23 8NU,wimpey no fines,wimpey no fines,{'Year_Built': '30/09/1975'},Wimpey No-Fines,ISC,57.1932774,-2.0954509
5051,,19 GREENBRAE AVENUE ABERDEEN AB23 8NU,wimpey no fines,wimpey no fines,{'Year_Built': '30/09/1975'},Wimpey No-Fines,ISC,57.1932774,-2.0954509
5052,,48 GREENBRAE AVENUE ABERDEEN AB23 8NU,wimpey no fines,wimpey no fines,{'Year_Built': '22/09/1975'},Wimpey No-Fines,ISC,57.1932774,-2.0954509
5053,,7 GREENBRAE CIRCLE ABERDEEN AB23 8NB,wimpey no fines,wimpey no fines,{'Year_Built': '28/05/1976'},Wimpey No-Fines,ISC,57.19578435,-2.1006957558249946
5054,,8 GREENBRAE CIRCLE ABERDEEN AB23 8NB,wimpey no fines,wimpey no fines,{'Year_Built': '28/05/1976'},Wimpey No-Fines,ISC,57.19578435,-2.1006957558249946
5055,,10 GREENBRAE CIRCLE ABERDEEN AB23 8NB,wimpey no fines,wimpey no fines,{'Year_Built': '28/05/1976'},Wimpey No-Fines,ISC,57.19578435,-2.1006957558249946
5056,,11 GREENBRAE CIRCLE ABERDEEN AB23 8NB,wimpey no fines,wimpey no fines,{'Year_Built': '28/05/1976'},Wimpey No-Fines,ISC,57.19578435,-2.1006957558249946
5057,,20 GREENBRAE CIRCLE ABERDEEN AB23 8NB,wimpey no fines,wimpey no fines,{'Year_Built': '14/05/1976'},Wimpey No-Fines,ISC,57.19578435,-2.1006957558249946
5058,,1 GREENBRAE CRESCENT ABERDEEN AB23 8LH,wimpey no fines,wimpey no fines,{'Year_Built': '04/05/1976'},Wimpey No-Fines,ISC,57.1942148,-2.0983006
5059,,9 GREENBRAE CRESCENT ABERDEEN AB23 8LH,wimpey no fines,wimpey no fines,{'Year_Built': '15/04/1976'},Wimpey No-Fines,ISC,57.1942148,-2.0983006
5060,,11 GREENBRAE CRESCENT ABERDEEN AB23 8LH,wimpey no fines,wimpey no fines,{'Year_Built': '15/04/1976'},Wimpey No-Fines,ISC,57.1942148,-2.0983006
5061,,13 GREENBRAE CRESCENT ABERDEEN AB23 8LH,wimpey no fines,wimpey no fines,{'Year_Built': '15/04/1976'},Wimpey No-Fines,ISC,57.1942148,-2.0983006
5062,,15 GREENBRAE CRESCENT ABERDEEN AB23 8LH,wimpey no fines,wimpey no fines,{'Year_Built': '15/04/1976'},Wimpey No-Fines,ISC,57.1942148,-2.0983006
5063,,17 GREENBRAE CRESCENT ABERDEEN AB23 8LH,wimpey no fines,wimpey no fines,{'Year_Built': '15/04/1976'},Wimpey No-Fines,ISC,57.1942148,-2.0983006
5064,,19 GREENBRAE CRESCENT ABERDEEN AB23 8LH,wimpey no fines,wimpey no fines,{'Year_Built': '15/04/1976'},Wimpey No-Fines,ISC,57.1942148,-2.0983006
5065,,21 GREENBRAE CRESCENT ABERDEEN AB23 8LH,wimpey no fines,wimpey no fines,{'Year_Built': '15/04/1976'},Wimpey No-Fines,ISC,57.1942148,-2.0983006
5066,,23 GREENBRAE CRESCENT ABERDEEN AB23 8LH,wimpey no fines,wimpey no fines,{'Year_Built': '15/04/1976'},Wimpey No-Fines,ISC,57.1942148,-2.0983006
5067,,35 GREENBRAE CRESCENT ABERDEEN AB23 8NH,wimpey no fines,wimpey no fines,{'Year_Built': '15/04/1976'},Wimpey No-Fines,ISC,57.1942148,-2.0983006
5068,,13 GREENBRAE DRIVE ABERDEEN AB23 8NH,wimpey no fines,wimpey no fines,{'Year_Built': '02/04/1976'},Wimpey No-Fines,ISC,57.1952078,-2.0975805
5069,,15 GREENBRAE DRIVE ABERDEEN AB23 8NH,wimpey no fines,wimpey no fines,{'Year_Built': '02/04/1976'},Wimpey No-Fines,ISC,57.1952078,-2.0975805
5070,,17 GREENBRAE DRIVE ABERDEEN AB23 8NH,wimpey no fines,wimpey no fines,{'Year_Built': '02/04/1976'},Wimpey No-Fines,ISC,57.1952078,-2.0975805
5071,,18 GREENBRAE DRIVE ABERDEEN AB23 8NH,wimpey no fines,wimpey no fines,{'Year_Built': '02/04/1976'},Wimpey No-Fines,ISC,57.1952078,-2.0975805
5072,,19 GREENBRAE DRIVE ABERDEEN AB23 8NH,wimpey no fines,wimpey no fines,{'Year_Built': '02/04/1976'},Wimpey No-Fines,ISC,57.1952078,-2.0975805
5073,,21 GREENBRAE DRIVE ABERDEEN AB23 8NH,wimpey no fines,wimpey no fines,{'Year_Built': '02/04/1976'},Wimpey No-Fines,ISC,57.1952078,-2.0975805
5074,,27 GREENBRAE DRIVE ABERDEEN AB23 8NH,wimpey no fines,wimpey no fines,{'Year_Built': '02/04/1976'},Wimpey No-Fines,ISC,57.1952078,-2.0975805
5075,,34 GREENBRAE DRIVE ABERDEEN AB23 8NH,wimpey no fines,wimpey no fines,{'Year_Built': '31/01/1976'},Wimpey No-Fines,ISC,57.1952078,-2.0975805
5076,,36 GREENBRAE DRIVE ABERDEEN AB23 8NH,wimpey no fines,wimpey no fines,{'Year_Built': '31/01/1976'},Wimpey No-Fines,ISC,57.1952078,-2.0975805
5077,,37 GREENBRAE DRIVE ABERDEEN AB23 8NH,wimpey no fines,wimpey no fines,{'Year_Built': '19/12/1975'},Wimpey No-Fines,ISC,57.1952078,-2.0975805
5078,,49 GREENBRAE DRIVE ABERDEEN AB23 8NU,wimpey no fines,wimpey no fines,{'Year_Built': '17/12/1975'},Wimpey No-Fines,ISC,57.1952078,-2.0975805
5079,,56 GREENBRAE DRIVE ABERDEEN AB23 8NU,wimpey no fines,wimpey no fines,{'Year_Built': '20/10/1975'},Wimpey No-Fines,ISC,57.1952078,-2.0975805
5080,,61 GREENBRAE DRIVE ABERDEEN AB23 8NU,wimpey no fines,wimpey no fines,{'Year_Built': '28/11/1975'},Wimpey No-Fines,ISC,57.1952078,-2.0975805
5081,,67 GREENBRAE DRIVE ABERDEEN AB23 8NU,wimpey no fines,wimpey no fines,{'Year_Built': '21/11/1975'},Wimpey No-Fines,ISC,57.1952078,-2.0975805
5082,,71 GREENBRAE DRIVE ABERDEEN AB23 8NU,wimpey no fines,wimpey no fines,{'Year_Built': '21/11/1975'},Wimpey No-Fines,ISC,57.1952078,-2.0975805
5083,,73 GREENBRAE DRIVE ABERDEEN AB23 8NU,wimpey no fines,wimpey no fines,{'Year_Built': '21/11/1975'},Wimpey No-Fines,ISC,57.1952078,-2.0975805
5084,,9 GREENBRAE GARDENS SOUTH ABERDEEN AB23 8NH,wimpey no fines,wimpey no fines,{'Year_Built': '28/01/1976'},Wimpey No-Fines,ISC,57.1946949,-2.0964265
5085,,6 GREENBRAE WALK ABERDEEN AB23 8NG,wimpey no fines,wimpey no fines,{'Year_Built': '31/05/1976'},Wimpey No-Fines,ISC,57.1950385,-2.0992374
5086,,6 HAREHILL ROAD ABERDEEN AB22 8RH,wimpey no fines,wimpey no fines,{'Year_Built': '07/11/1974'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5087,,11 HAREHILL ROAD ABERDEEN AB22 8RH,wimpey no fines,wimpey no fines,{'Year_Built': '28/10/1974'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5088,,13 HAREHILL ROAD ABERDEEN AB22 8RH,wimpey no fines,wimpey no fines,{'Year_Built': '28/10/1974'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5089,,15 HAREHILL ROAD ABERDEEN AB22 8RH,wimpey no fines,wimpey no fines,{'Year_Built': '07/11/1974'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5090,,16 HAREHILL ROAD ABERDEEN AB22 8RH,wimpey no fines,wimpey no fines,{'Year_Built': '07/10/1974'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5091,,21 HAREHILL ROAD ABERDEEN AB22 8RH,wimpey no fines,wimpey no fines,{'Year_Built': '28/11/1974'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5092,,23 HAREHILL ROAD ABERDEEN AB22 8RH,wimpey no fines,wimpey no fines,{'Year_Built': '21/12/1974'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5093,,29 HAREHILL ROAD ABERDEEN AB22 8RH,wimpey no fines,wimpey no fines,{'Year_Built': '28/11/1974'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5094,,34 HAREHILL ROAD ABERDEEN AB22 8RH,wimpey no fines,wimpey no fines,{'Year_Built': '15/07/1974'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5095,,36 HAREHILL ROAD ABERDEEN AB22 8RH,wimpey no fines,wimpey no fines,{'Year_Built': '15/06/1974'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5096,,38 HAREHILL ROAD ABERDEEN AB22 8RH,wimpey no fines,wimpey no fines,{'Year_Built': '15/06/1974'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5097,,40 HAREHILL ROAD ABERDEEN AB22 8RH,wimpey no fines,wimpey no fines,{'Year_Built': '15/06/1974'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5098,,42 HAREHILL ROAD ABERDEEN AB22 8RH,wimpey no fines,wimpey no fines,{'Year_Built': '15/08/1974'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5099,,43 HAREHILL ROAD ABERDEEN AB22 8RH,wimpey no fines,wimpey no fines,{'Year_Built': '07/12/1974'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5100,,46 HAREHILL ROAD ABERDEEN AB22 8RH,wimpey no fines,wimpey no fines,{'Year_Built': '15/07/1974'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5101,,48 HAREHILL ROAD ABERDEEN AB22 8RH,wimpey no fines,wimpey no fines,{'Year_Built': '15/07/1974'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5102,,50 HAREHILL ROAD ABERDEEN AB22 8RJ,wimpey no fines,wimpey no fines,{'Year_Built': '07/11/1974'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5103,,56 HAREHILL ROAD ABERDEEN AB22 8RJ,wimpey no fines,wimpey no fines,{'Year_Built': '07/11/1974'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5104,,60 HAREHILL ROAD ABERDEEN AB22 8RJ,wimpey no fines,wimpey no fines,{'Year_Built': '21/09/1974'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5105,,64 HAREHILL ROAD ABERDEEN AB22 8RJ,wimpey no fines,wimpey no fines,{'Year_Built': '21/09/1974'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5106,,67 HAREHILL ROAD ABERDEEN AB22 8RL,wimpey no fines,wimpey no fines,{'Year_Built': '28/02/1975'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5107,,69 HAREHILL ROAD ABERDEEN AB22 8RL,wimpey no fines,wimpey no fines,{'Year_Built': '28/02/1975'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5108,,70 HAREHILL ROAD ABERDEEN AB22 8RJ,wimpey no fines,wimpey no fines,{'Year_Built': '07/11/1974'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5109,,71 HAREHILL ROAD ABERDEEN AB22 8RL,wimpey no fines,wimpey no fines,{'Year_Built': '28/02/1975'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5110,,72 HAREHILL ROAD ABERDEEN AB22 8RJ,wimpey no fines,wimpey no fines,{'Year_Built': '07/11/1974'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5111,,74 HAREHILL ROAD ABERDEEN AB22 8RJ,wimpey no fines,wimpey no fines,{'Year_Built': '21/12/1974'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5112,,79 HAREHILL ROAD ABERDEEN AB22 8RL,wimpey no fines,wimpey no fines,{'Year_Built': '28/02/1975'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5113,,80 HAREHILL ROAD ABERDEEN AB22 8RL,wimpey no fines,wimpey no fines,{'Year_Built': '07/09/1974'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5114,,82 HAREHILL ROAD ABERDEEN AB22 8RL,wimpey no fines,wimpey no fines,{'Year_Built': '07/09/1974'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5115,,83 HAREHILL ROAD ABERDEEN AB22 8RL,wimpey no fines,wimpey no fines,{'Year_Built': '07/03/1975'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5116,,93 HAREHILL ROAD ABERDEEN AB22 8RL,wimpey no fines,wimpey no fines,{'Year_Built': '07/09/1974'},Wimpey No-Fines,ISC,57.1822373,-2.109385
5117,,2 HOLMHEAD PLACE ABERDEEN AB21 9UH,wimpey no fines,wimpey no fines,{'Year_Built': '15/08/1967'},Wimpey No-Fines,ISC,57.172369,-2.1863575
5118,,3 HOLMHEAD PLACE ABERDEEN AB21 9UH,wimpey no fines,wimpey no fines,{'Year_Built': '18/08/1967'},Wimpey No-Fines,ISC,57.172369,-2.1863575
5119,,8 HOLMHEAD PLACE ABERDEEN AB21 9UH,wimpey no fines,wimpey no fines,{'Year_Built': '15/08/1967'},Wimpey No-Fines,ISC,57.172369,-2.1863575
5120,,10 HOLMHEAD PLACE ABERDEEN AB21 9UH,wimpey no fines,wimpey no fines,{'Year_Built': '15/08/1967'},Wimpey No-Fines,ISC,57.172369,-2.1863575
5121,,12 HOLMHEAD PLACE ABERDEEN AB21 9UH,wimpey no fines,wimpey no fines,{'Year_Built': '15/08/1967'},Wimpey No-Fines,ISC,57.172369,-2.1863575
5122,,13 HOLMHEAD PLACE ABERDEEN AB21 9UH,wimpey no fines,wimpey no fines,{'Year_Built': '18/08/1967'},Wimpey No-Fines,ISC,57.172369,-2.1863575
5123,,14 HOLMHEAD PLACE ABERDEEN AB21 9UH,wimpey no fines,wimpey no fines,{'Year_Built': '15/08/1967'},Wimpey No-Fines,ISC,57.172369,-2.1863575
5124,,8 LONGCAIRN GARDENS ABERDEEN AB21 9UX,wimpey no fines,wimpey no fines,{'Year_Built': '02/09/1968'},Wimpey No-Fines,ISC,57.1732214,-2.190143
5125,,12 LONGCAIRN GARDENS ABERDEEN AB21 9UX,wimpey no fines,wimpey no fines,{'Year_Built': '02/09/1968'},Wimpey No-Fines,ISC,57.1732214,-2.190143
5126,,2 MARCHMONT STREET ABERDEEN AB12 3LZ,wimpey no fines,wimpey no fines,{'Year_Built': '16/03/1978'},Wimpey No-Fines,ISC,57.107082500000004,-2.0835552942307727
5127,,12 MARCHMONT STREET ABERDEEN AB12 3LZ,wimpey no fines,wimpey no fines,{'Year_Built': '10/04/1978'},Wimpey No-Fines,ISC,57.1074325,-2.0827003687908188
5128,,13 MARCHMONT STREET ABERDEEN AB12 3LZ,wimpey no fines,wimpey no fines,{'Year_Built': '10/04/1978'},Wimpey No-Fines,ISC,57.10743975,-2.0825996839427976
5129,,6 MIDDLE BRAE ABERDEEN AB21 9UW,wimpey no fines,wimpey no fines,{'Year_Built': '15/01/1969'},Wimpey No-Fines,ISC,57.1740897,-2.1898475
5130,,7 MIDDLE BRAE ABERDEEN AB21 9UU,wimpey no fines,wimpey no fines,{'Year_Built': '22/06/1968'},Wimpey No-Fines,ISC,57.1740897,-2.1898475
5131,,14 MIDDLE BRAE ABERDEEN AB21 9UW,wimpey no fines,wimpey no fines,{'Year_Built': '02/09/1968'},Wimpey No-Fines,ISC,57.1740897,-2.1898475
5132,,15 MIDDLE BRAE ABERDEEN AB21 9UU,wimpey no fines,wimpey no fines,{'Year_Built': '22/06/1968'},Wimpey No-Fines,ISC,57.1740897,-2.1898475
5133,,16 MIDDLE BRAE ABERDEEN AB21 9UW,wimpey no fines,wimpey no fines,{'Year_Built': '02/09/1968'},Wimpey No-Fines,ISC,57.1740897,-2.1898475
5134,,18 MIDDLE BRAE ABERDEEN AB21 9UW,wimpey no fines,wimpey no fines,{'Year_Built': '02/09/1968'},Wimpey No-Fines,ISC,57.1740897,-2.1898475
5135,,19 MIDDLE BRAE ABERDEEN AB21 9UU,wimpey no fines,wimpey no fines,{'Year_Built': '25/05/1968'},Wimpey No-Fines,ISC,57.1740897,-2.1898475
5136,,20 MIDDLE BRAE ABERDEEN AB21 9UW,wimpey no fines,wimpey no fines,{'Year_Built': '07/09/1968'},Wimpey No-Fines,ISC,57.1740897,-2.1898475
5137,,21 MIDDLE BRAE ABERDEEN AB21 9UU,wimpey no fines,wimpey no fines,{'Year_Built': '25/05/1968'},Wimpey No-Fines,ISC,57.1740897,-2.1898475
5138,,24 MIDDLE BRAE ABERDEEN AB21 9UW,wimpey no fines,wimpey no fines,{'Year_Built': '02/09/1968'},Wimpey No-Fines,ISC,57.1740897,-2.1898475
5139,,26 MIDDLE BRAE ABERDEEN AB21 9UW,wimpey no fines,wimpey no fines,{'Year_Built': '02/09/1968'},Wimpey No-Fines,ISC,57.1740897,-2.1898475
